speaker_id,gender,topics,conv_id,turn,text,length,label,clean_text,age_cat,clean_length
S0013,F,['no info'],SP5U,235,well we don't really have holidays,7,50_plus,well really holidays,50-plus,3
S0012,M,['no info'],SP5U,236,working holidays yeah,3,50_plus,working holidays yeah,50-plus,3
S0013,F,['no info'],SP5U,237,"<vocal desc=""laugh"" /> <pause dur=""short"" /> yeah",1,50_plus,vocal desc laugh pause dur short yeah,50-plus,7
S0012,M,['no info'],SP5U,238,yeah that's er that was a lovely one that was but we we didn't did we walk down to see it? cos I don't think we did did we?,34,50_plus,yeah er lovely one walk see cos think,50-plus,8
S0013,F,['no info'],SP5U,239,"no I don't think so <pause dur=""short"" /> we don't like to get sucked in really do we? <vocal desc=""laugh"" />",18,50_plus,think pause dur short like get sucked really vocal desc laugh,50-plus,11
S0012,M,['no info'],SP5U,240,"oh like roll up roll up <pause dur=""short"" /> have a go at this",11,50_plus,oh like roll roll pause dur short go,50-plus,8
S0013,F,['no info'],SP5U,241,"<vocal desc=""laugh"" />",0,50_plus,vocal desc laugh,50-plus,3
S0012,M,['no info'],SP5U,242,have a go at that,5,50_plus,go,50-plus,1
S0013,F,['no info'],SP5U,243,"yeah <pause dur=""short"" /> we're a bit old for rides now",9,50_plus,yeah pause dur short bit old rides,50-plus,7
S0012,M,['no info'],SP5U,244,you wouldn't catch me going on a ride,9,50_plus,catch going ride,50-plus,3
S0013,F,['no info'],SP5U,245,er,1,50_plus,er,50-plus,1
S0012,M,['no info'],SP5U,246,I did used to love the helter-skelter though,8,50_plus,used love helter skelter though,50-plus,5
S0013,F,['no info'],SP5U,247,yeah,1,50_plus,yeah,50-plus,1
S0012,M,['no info'],SP5U,248,helter-skelter was really good weren't it? used to come down on them er hessian mats didn't you?,21,50_plus,helter skelter really good used come er hessian mats,50-plus,9
S0013,F,['no info'],SP5U,249,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,250,they were hessian mats weren't they? the,9,50_plus,hessian mats,50-plus,2
S0013,F,['no info'],SP5U,251,yes they were quite rough,5,50_plus,yes quite rough,50-plus,3
S0012,M,['no info'],SP5U,252,"yeah <pause dur=""short"" /> they were quite rough <pause dur=""short"" /> and when you were wearing short trousers",12,50_plus,yeah pause dur short quite rough pause dur short wearing short trousers,50-plus,12
S0013,F,['no info'],SP5U,253,doormats,1,50_plus,doormats,50-plus,1
S0012,M,['no info'],SP5U,254,yeah they were like doormats weren't they?,9,50_plus,yeah like doormats,50-plus,3
S0013,F,['no info'],SP5U,255,"<vocal desc=""laugh"" />",0,50_plus,vocal desc laugh,50-plus,3
S0012,M,['no info'],SP5U,256,"oh <pause dur=""short"" /> yeah <pause dur=""short"" /> and you used to get sort of burns as you went round <vocal desc=""laugh"" /> you went",16,50_plus,oh pause dur short yeah pause dur short used get sort burns went round vocal desc laugh went,50-plus,18
S0013,F,['no info'],SP5U,257,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,258,on your knees didn't you?,7,50_plus,knees,50-plus,1
S0013,F,['no info'],SP5U,259,I suppose that's why they had to be thick hessian ones didn't they? cos er,18,50_plus,suppose thick hessian ones cos er,50-plus,6
S0012,M,['no info'],SP5U,260,yeah,1,50_plus,yeah,50-plus,1
S0013,F,['no info'],SP5U,261,the speed you come down,5,50_plus,speed come,50-plus,2
S0012,M,['no info'],SP5U,262,"that <trunc>w</trunc>that were great fun though <pause dur=""short"" /> great fun",8,50_plus,trunc w trunc great fun though pause dur short great fun,50-plus,11
S0013,F,['no info'],SP5U,263,"yeah <pause dur=""long"" /> yeah there were lots of fairs when we were young er you had the swing boats and the",19,50_plus,yeah pause dur long yeah lots fairs young er swing boats,50-plus,11
S0012,M,['no info'],SP5U,264,oh they were good,4,50_plus,oh good,50-plus,2
S0013,F,['no info'],SP5U,265,things as well they were good,6,50_plus,things well good,50-plus,3
S0012,M,['no info'],SP5U,266,they were good,3,50_plus,good,50-plus,1
S0012,M,['no info'],SP5U,268,yeah,1,50_plus,yeah,50-plus,1
S0013,F,['no info'],SP5U,269,pulled them,2,50_plus,pulled,50-plus,1
S0012,M,['no info'],SP5U,270,just pulled the rope didn't you?,8,50_plus,pulled rope,50-plus,2
S0013,F,['no info'],SP5U,271,you had control didn't you? really,8,50_plus,control really,50-plus,2
S0012,M,['no info'],SP5U,272,yeah,1,50_plus,yeah,50-plus,1
S0013,F,['no info'],SP5U,273,yeah <unclear />,2,50_plus,yeah unclear,50-plus,2
S0012,M,['no info'],SP5U,274,"those erm <pause dur=""short"" /> what were they called? that them ones that used to go spinning round and and just the they used to",23,50_plus,erm pause dur short called ones used go spinning round used,50-plus,11
S0013,F,['no info'],SP5U,275,the whip?,3,50_plus,whip,50-plus,1
S0012,M,['no info'],SP5U,276,the whip yeah,3,50_plus,whip yeah,50-plus,2
S0013,F,['no info'],SP5U,277,"I didn't like that <pause dur=""short"" /> oh <pause dur=""short"" /> strange noises <pause dur=""short"" /> <vocal desc=""laugh"" />",8,50_plus,like pause dur short oh pause dur short strange noises pause dur short vocal desc laugh,50-plus,16
S0012,M,['no info'],SP5U,278,that's now switched itself on ain't it?,10,50_plus,switched,50-plus,1
S0013,F,['no info'],SP5U,279,"yeah <pause dur=""short"" /> video recorder <pause dur=""short"" /> switched on",5,50_plus,yeah pause dur short video recorder pause dur short switched,50-plus,10
S0012,M,['no info'],SP5U,280,yeah,1,50_plus,yeah,50-plus,1
S0013,F,['no info'],SP5U,281,yeah,1,50_plus,yeah,50-plus,1
S0012,M,['no info'],SP5U,282,what are you recording again? not Alan Titchmarsh again?,11,50_plus,recording alan titchmarsh,50-plus,3
S0013,F,['no info'],SP5U,283,I think so,3,50_plus,think,50-plus,1
S0012,M,['no info'],SP5U,284,oh my goodness what a waste of time that is,10,50_plus,oh goodness waste time,50-plus,4
S0013,F,['no info'],SP5U,285,"<unclear>ha ha</unclear> <pause dur=""short"" /> no there's some good good articles I",8,50_plus,unclear ha ha unclear pause dur short good good articles,50-plus,10
S0012,M,['no info'],SP5U,286,yeah er,2,50_plus,yeah er,50-plus,2
S0013,F,['no info'],SP5U,287,I skim through the rest,5,50_plus,skim rest,50-plus,2
S0012,M,['no info'],SP5U,288,about <trunc>thr</trunc>three seconds of good <trunc>ar</trunc>articles and the rest is a load of rubbish,14,50_plus,trunc thr trunc three seconds good trunc ar trunc articles rest load rubbish,50-plus,13
S0013,F,['no info'],SP5U,289,no there have been some good ones,7,50_plus,good ones,50-plus,2
S0012,M,['no info'],SP5U,290,and he think he's wonderful,6,50_plus,think wonderful,50-plus,2
S0013,F,['no info'],SP5U,291,"well he does <pause dur=""short"" /> yeah <pause dur=""short"" /> <vocal desc=""misc"" /> anyway <pause dur=""short"" /> I was looking forward to this cup of tea I was er I hope you're not gonna be too long <pause dur=""short"" /> I'll have to have a cup of tea if you're <trunc>n</trunc> too long",41,50_plus,well pause dur short yeah pause dur short vocal desc misc anyway pause dur short looking forward cup tea er hope gonna long pause dur short cup tea trunc n trunc long,50-plus,32
S0012,M,['no info'],SP5U,292,I'm <trunc>ve</trunc> faster than you are when you go shopping,10,50_plus,trunc trunc faster go shopping,50-plus,5
S0013,F,['no info'],SP5U,293,oh tons,2,50_plus,oh tons,50-plus,2
S0012,M,['no info'],SP5U,294,that's because you keep looking at <unclear>hats</unclear>,7,50_plus,keep looking unclear hats unclear,50-plus,5
S0013,F,['no info'],SP5U,295,er,1,50_plus,er,50-plus,1
UNKMULTI,F,['no info'],SP5U,296,"<vocal desc=""laugh"" />",0,50_plus,vocal desc laugh,50-plus,3
S0013,F,['no info'],SP5U,297,"that's because I usually have to go to the bank and then <pause dur=""short"" /> <vocal desc=""sigh"" /> oh I don't know <pause dur=""short"" /> other shops",20,50_plus,usually go bank pause dur short vocal desc sigh oh know pause dur short shops,50-plus,15
S0012,M,['no info'],SP5U,298,no just looking at other shops,6,50_plus,looking shops,50-plus,2
S0013,F,['no info'],SP5U,299,"no I <trunc>d</trunc> usually go into town as well <pause dur=""short"" /> very rarely I just go to er <trunc>o</trunc>one shop",17,50_plus,trunc trunc usually go town well pause dur short rarely go er trunc trunc one shop,50-plus,16
S0012,M,['no info'],SP5U,300,I go in get what we want and come home,10,50_plus,go get want come home,50-plus,5
S0013,F,['no info'],SP5U,301,that's really nice when you just go one shop isn't it?,14,50_plus,really nice go one shop,50-plus,5
S0012,M,['no info'],SP5U,302,you go in,3,50_plus,go,50-plus,1
S0013,F,['no info'],SP5U,303,<unclear>very</unclear>,0,50_plus,unclear unclear,50-plus,2
S0012,M,['no info'],SP5U,304,walk round,2,50_plus,walk round,50-plus,2
S0013,F,['no info'],SP5U,305,get all the bargains,4,50_plus,get bargains,50-plus,2
S0012,M,['no info'],SP5U,306,"I go in and get what what's on the list <pause dur=""short"" /> although I did get a lovely bit of meat today that was cheap weren't it?",28,50_plus,go get list pause dur short although get lovely bit meat today cheap,50-plus,13
S0013,F,['no info'],SP5U,307,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,308,lovely bit of pork,4,50_plus,lovely bit pork,50-plus,3
S0013,F,['no info'],SP5U,309,"I didn't see it actually <pause dur=""short"" /> is that half price for meat?",13,50_plus,see actually pause dur short half price meat,50-plus,8
S0012,M,['no info'],SP5U,310,"yeah <pause dur=""short"" /> lovely bit of pork",5,50_plus,yeah pause dur short lovely bit pork,50-plus,7
S0013,F,['no info'],SP5U,311,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,312,gotta make some sausages now,6,50_plus,gotta make sausages,50-plus,3
S0013,F,['no info'],SP5U,313,they don't send us emails any more do they? used to send,14,50_plus,send us emails used send,50-plus,5
S0013,F,['no info'],SP5U,315,Morrisons,1,50_plus,morrisons,50-plus,1
S0013,F,['no info'],SP5U,317,haven't sent any for a long time,8,50_plus,sent long time,50-plus,3
S0013,F,['no info'],SP5U,319,did you unsubscribe?,4,50_plus,unsubscribe,50-plus,1
S0012,M,['no info'],SP5U,320,no I didn't unsubscribe,5,50_plus,unsubscribe,50-plus,1
S0013,F,['no info'],SP5U,321,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,322,"unless I did it by accident? <pause dur=""long"" /> we have too many emails come through",14,50_plus,unless accident pause dur long many emails come,50-plus,8
S0012,M,['no info'],SP5U,324,"that drive me up the wall when we switch the computer on and they go <vocal desc=""misc"" />",15,50_plus,drive wall switch computer go vocal desc misc,50-plus,8
S0013,F,['no info'],SP5U,325,all you seem to do is delete them and then that's all you do on the computer,18,50_plus,seem delete computer,50-plus,3
S0012,M,['no info'],SP5U,326,yeah,1,50_plus,yeah,50-plus,1
S0013,F,['no info'],SP5U,327,"deleting emails <pause dur=""short"" /> er not even looking at them <pause dur=""short"" /> it is",10,50_plus,deleting emails pause dur short er even looking pause dur short,50-plus,11
S0013,F,['no info'],SP5U,329,daft isn't it?,5,50_plus,daft,50-plus,1
S0012,M,['no info'],SP5U,330,"that is daft <pause dur=""short"" /> it's stupid",6,50_plus,daft pause dur short stupid,50-plus,5
S0013,F,['no info'],SP5U,331,"mm such a waste of time <pause dur=""short"" /> mm",7,50_plus,mm waste time pause dur short mm,50-plus,7
S0012,M,['no info'],SP5U,332,"I mean they don't write to you on you know er I'd er I'd just like close friends and relations <pause dur=""short"" /> and that would be it",28,50_plus,mean write know er er like close friends relations pause dur short would,50-plus,13
S0013,F,['no info'],SP5U,333,and how many of them do we get? none really,11,50_plus,many get none really,50-plus,4
S0012,M,['no info'],SP5U,334,"but we <trunc>d</trunc>we don't <pause dur=""short"" /> I mean <anon nameType=""m"" type=""name"" /> <anon nameType=""m"" type=""name"" /> don't even write to us now do he?",19,50_plus,trunc trunc pause dur short mean anon nametype type name anon nametype type name even write us,50-plus,17
S0013,F,['no info'],SP5U,335,yeah we'll have to get in touch some time mm,11,50_plus,yeah get touch time mm,50-plus,5
S0012,M,['no info'],SP5U,336,we will we haven't seen him for ages it's,11,50_plus,seen ages,50-plus,2
S0013,F,['no info'],SP5U,337,"have to think up a a good recipe for <pause dur=""short"" /> a a good menu for diabetics we'll have to look up something <pause dur=""short"" /> and go buy that",26,50_plus,think good recipe pause dur short good menu diabetics look something pause dur short go buy,50-plus,16
S0012,M,['no info'],SP5U,338,"yeah <pause dur=""short"" /> they used to have some wonderful meals didn't they?",12,50_plus,yeah pause dur short used wonderful meals,50-plus,7
S0013,F,['no info'],SP5U,339,"yeah <pause dur=""short"" /> and then we'll invite them once we know what we're doing <pause dur=""short"" /> otherwise",15,50_plus,yeah pause dur short invite know pause dur short otherwise,50-plus,10
S0012,M,['no info'],SP5U,340,"well they never they won't come up here <pause dur=""short"" /> I don't think they would",15,50_plus,well never come pause dur short think would,50-plus,8
S0013,F,['no info'],SP5U,341,"they might do <pause dur=""short"" /> but they gotta see the <trunc>fa</trunc>family when they come this way haven't they? really",20,50_plus,might pause dur short gotta see trunc fa trunc family come way really,50-plus,13
S0012,M,['no info'],SP5U,342,"they have yeah <pause dur=""short"" /> I'd like to see <anon nameType=""m"" type=""name"" /> and er <anon nameType=""f"" type=""name"" /> come up <pause dur=""short"" /> I'd like",17,50_plus,yeah pause dur short like see anon nametype type name er anon nametype f type name come pause dur short like,50-plus,21
S0013,F,['no info'],SP5U,343,yeah,1,50_plus,yeah,50-plus,1
S0012,M,['no info'],SP5U,344,them to come up,4,50_plus,come,50-plus,1
S0013,F,['no info'],SP5U,345,it would be nice to have them as well,9,50_plus,would nice well,50-plus,3
S0012,M,['no info'],SP5U,346,yeah,1,50_plus,yeah,50-plus,1
S0013,F,['no info'],SP5U,347,"well now the evening is gonna draw in er they're gonna get darker <pause dur=""short"" /> we can do that <pause dur=""short"" /> at the moment we got so much to do while it's nice haven't you? still",38,50_plus,well evening gonna draw er gonna get darker pause dur short pause dur short moment got much nice still,50-plus,19
S0012,M,['no info'],SP5U,348,"the problem is when evenings are drawing in and you get darker and darker and <pause dur=""short"" /> and that get awful <pause dur=""short"" /> you just don't want to go out <pause dur=""short"" /> people don't want to go out",34,50_plus,problem evenings drawing get darker darker pause dur short get awful pause dur short want go pause dur short people want go,50-plus,22
S0012,M,['no info'],SP5U,350,they want to just sit round a fire and be comfortable and that's it,15,50_plus,want sit round fire comfortable,50-plus,5
S0013,F,['no info'],SP5U,351,you're right,3,50_plus,right,50-plus,1
S0012,M,['no info'],SP5U,352,"and going out in the winter <pause dur=""short"" /> scraping the frost off your windscreen when you gotta go home",18,50_plus,going winter pause dur short scraping frost windscreen gotta go home,50-plus,11
S0013,F,['no info'],SP5U,353,"mm <pause dur=""short"" /> yes",2,50_plus,mm pause dur short yes,50-plus,5
S0012,M,['no info'],SP5U,354,that's not good fun is it?,8,50_plus,good fun,50-plus,2
S0013,F,['no info'],SP5U,355,"not so fun <pause dur=""short"" /> no",4,50_plus,fun pause dur short,50-plus,4
UNKMULTI,F,['no info'],SP5U,356,"<vocal desc=""laugh"" />",0,50_plus,vocal desc laugh,50-plus,3
S0012,M,['no info'],SP5U,357,that probably used to be when we were younger but that's not good fun now,16,50_plus,probably used younger good fun,50-plus,5
S0013,F,['no info'],SP5U,358,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,359,starting the motor up a quarter an hour before you gotta go home so it get warm,18,50_plus,starting motor quarter hour gotta go home get warm,50-plus,9
S0013,F,['no info'],SP5U,360,mm don't think we've ever done that,9,50_plus,mm think ever done,50-plus,4
S0013,F,['no info'],SP5U,362,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,363,"god I remember when I used to have to go to work <pause dur=""short"" /> <vocal desc=""laugh"" /> <pause dur=""short"" /> <trunc>s</trunc> you had",14,50_plus,god remember used go work pause dur short vocal desc laugh pause dur short trunc trunc,50-plus,16
S0013,F,['no info'],SP5U,364,such a long time ago,5,50_plus,long time ago,50-plus,3
S0012,M,['no info'],SP5U,365,you had to <trunc>s</trunc> get up half an hour earlier to do the car,13,50_plus,trunc trunc get half hour earlier car,50-plus,7
S0013,F,['no info'],SP5U,366,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,367,"cos I <trunc>ha</trunc> <trunc>th</trunc> didn't have a garage I had to <trunc>w</trunc> be outside <pause dur=""short"" /> ridiculous really",14,50_plus,cos trunc ha trunc trunc th trunc garage trunc w trunc outside pause dur short ridiculous really,50-plus,17
S0013,F,['no info'],SP5U,368,thinking about it,3,50_plus,thinking,50-plus,1
S0012,M,['no info'],SP5U,369,huh?,2,50_plus,huh,50-plus,1
S0013,F,['no info'],SP5U,370,that wasn't for very long was it?,9,50_plus,long,50-plus,1
S0012,M,['no info'],SP5U,371,no that weren't for long no,7,50_plus,long,50-plus,1
S0013,F,['no info'],SP5U,372,<unclear>seven</unclear> years really,2,50_plus,unclear seven unclear years really,50-plus,5
S0012,M,['no info'],SP5U,373,"no <pause dur=""short"" /> no <pause dur=""short"" /> but when we used to live up <anon type=""place"" /> used to have it out there <pause dur=""short"" /> and then decided that I'd keep it down me mum's old house",30,50_plus,pause dur short pause dur short used live anon type place used pause dur short decided keep mum old house,50-plus,20
S0012,M,['no info'],SP5U,375,"and that er <vocal desc=""laugh"" />",3,50_plus,er vocal desc laugh,50-plus,4
S0013,F,['no info'],SP5U,376,sixteen years fifteen years sixteen years,6,50_plus,sixteen years fifteen years sixteen years,50-plus,6
S0012,M,['no info'],SP5U,377,when? when we used to have a car outside?,11,50_plus,used car outside,50-plus,3
S0013,F,['no info'],SP5U,378,"no when we <trunc>t</trunc> actually <vocal desc=""laugh"" />",4,50_plus,trunc trunc actually vocal desc laugh,50-plus,6
S0012,M,['no info'],SP5U,379,huh?,2,50_plus,huh,50-plus,1
S0013,F,['no info'],SP5U,380,"before we <pause dur=""short"" /> worked on our own",6,50_plus,pause dur short worked,50-plus,4
S0012,M,['no info'],SP5U,381,yeah,1,50_plus,yeah,50-plus,1
S0013,F,['no info'],SP5U,382,we were free to do,5,50_plus,free,50-plus,1
S0012,M,['no info'],SP5U,383,but when when we had when we had our other <trunc>s</trunc> when we had the the van we used to have to keep that outside before we and that used to get,31,50_plus,trunc trunc van used keep outside used get,50-plus,8
S0013,F,['no info'],SP5U,384,oh yes I know but,5,50_plus,oh yes know,50-plus,3
S0012,M,['no info'],SP5U,385,frozen up in the winter,5,50_plus,frozen winter,50-plus,2
S0013,F,['no info'],SP5U,386,we were more flexible with you said getting up first thing in the morning and,15,50_plus,flexible said getting first thing morning,50-plus,6
S0012,M,['no info'],SP5U,387,oh yeah,2,50_plus,oh yeah,50-plus,2
S0013,F,['no info'],SP5U,388,didn't have to do that really did we? not have to,13,50_plus,really,50-plus,1
S0012,M,['no info'],SP5U,389,"I did to go to work <pause dur=""short"" /> I used to go to work you know?",15,50_plus,go work pause dur short used go work know,50-plus,9
S0013,F,['no info'],SP5U,390,not not for that long,5,50_plus,long,50-plus,1
S0012,M,['no info'],SP5U,391,I did go to work for quite a while in my,11,50_plus,go work quite,50-plus,3
S0013,F,['no info'],SP5U,392,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,393,that in that car,4,50_plus,car,50-plus,1
S0013,F,['no info'],SP5U,394,<unclear />,1,50_plus,unclear,50-plus,1
S0012,M,['no info'],SP5U,395,I got it when I was seventeen,7,50_plus,got seventeen,50-plus,2
S0013,F,['no info'],SP5U,396,<unclear>mm alright then</unclear>,0,50_plus,unclear mm alright unclear,50-plus,4
S0012,M,['no info'],SP5U,397,nineteen forty-eight Ford Anglia,4,50_plus,nineteen forty eight ford anglia,50-plus,5
S0013,F,['no info'],SP5U,398,"<vocal desc=""laugh"" /> I never saw that",4,50_plus,vocal desc laugh never saw,50-plus,5
S0012,M,['no info'],SP5U,399,you never saw it no,5,50_plus,never saw,50-plus,2
S0013,F,['no info'],SP5U,400,"no <pause dur=""short"" /> no",2,50_plus,pause dur short,50-plus,3
S0012,M,['no info'],SP5U,401,"it was a nineteen forty-eight Ford Anglia which my grandad left <pause dur=""short"" /> and I got it <pause dur=""short"" /> three gears <pause dur=""short"" /> top speed of forty-five <pause dur=""short"" /> and still only done thirty miles to the gallon",30,50_plus,nineteen forty eight ford anglia grandad left pause dur short got pause dur short three gears pause dur short top speed forty five pause dur short still done thirty miles gallon,50-plus,31
S0013,F,['no info'],SP5U,402,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,403,"now they do top speeds of about a hundred and twenty and they can do about sixty mile to the gallon <pause dur=""short"" /> weird ain't it?",26,50_plus,top speeds hundred twenty sixty mile gallon pause dur short weird,50-plus,11
S0013,F,['no info'],SP5U,404,"mm <pause dur=""long"" /> yeah",2,50_plus,mm pause dur long yeah,50-plus,5
S0012,M,['no info'],SP5U,405,"<vocal desc=""laugh"" /> <pause dur=""short"" /> but that was a little <trunc>f</trunc>four seater car and the most we had in it were eleven people <vocal desc=""laugh"" />",18,50_plus,vocal desc laugh pause dur short little trunc f trunc four seater car eleven people vocal desc laugh,50-plus,18
S0013,F,['no info'],SP5U,406,eleven?,2,50_plus,eleven,50-plus,1
S0012,M,['no info'],SP5U,407,"well they didn't all get in the car they had to stand on the running board <pause dur=""short"" /> they used to have running boards",23,50_plus,well get car stand running board pause dur short used running boards,50-plus,12
S0013,F,['no info'],SP5U,408,"yeah <pause dur=""short"" /> I don't know how you <pause dur=""short"" /> there's only room for three at the back ain't there?",20,50_plus,yeah pause dur short know pause dur short room three back,50-plus,11
S0012,M,['no info'],SP5U,409,yeah three at the back,5,50_plus,yeah three back,50-plus,3
S0013,F,['no info'],SP5U,410,or maybe four if you're tiny,7,50_plus,maybe four tiny,50-plus,3
S0012,M,['no info'],SP5U,411,"mm <pause dur=""short"" /> three at the back two at the front and",10,50_plus,mm pause dur short three back two front,50-plus,8
S0013,F,['no info'],SP5U,412,cos you never,3,50_plus,cos never,50-plus,2
S0013,F,['no info'],SP5U,414,didn't have er seatbelts then,6,50_plus,er seatbelts,50-plus,2
S0012,M,['no info'],SP5U,415,"and we had all these erm Scousers <pause dur=""short"" /> we went <pause dur=""short"" /> for er they they come for a ride with us and <pause dur=""short"" /> we went to go up <anon type=""place"" /> hill which is er a one in four <pause dur=""short"" /> or or they call it one twenty twenty-five percent now don't they? that was a one one in four <pause dur=""short"" /> and we were going up <trunc>f</trunc> <anon type=""place"" /> hill and it was slowing down and slowing down and slowing down <pause dur=""short"" /> and then it stalled <pause dur=""short"" /> cos I was in <pause dur=""short"" /> you had to crash the first gear in because it wouldn't or they weren't er <pause dur=""short"" /> or double declutch they used to call it",106,50_plus,erm scousers pause dur short went pause dur short er come ride us pause dur short went go anon type place hill er one four pause dur short call one twenty twenty five percent one one four pause dur short going trunc f trunc anon type place hill slowing slowing slowing pause dur short stalled pause dur short cos pause dur short crash first gear er pause dur short double declutch used call,50-plus,73
S0013,F,['no info'],SP5U,416,mm,1,50_plus,mm,50-plus,1
S0012,M,['no info'],SP5U,417,"and you get it in first er gear and and stall it and then they all had to get out <pause dur=""short"" /> and get off <pause dur=""short"" /> and push me up the hill",29,50_plus,get first er gear stall get pause dur short get pause dur short push hill,50-plus,15
S0013,F,['no info'],SP5U,418,<unclear>oh right</unclear>,0,50_plus,unclear oh right unclear,50-plus,4
S0012,M,['no info'],SP5U,419,that was good fun,4,50_plus,good fun,50-plus,2
S0013,F,['no info'],SP5U,420,"mm <pause dur=""short"" /> you couldn't really have had eleven could you?",11,50_plus,mm pause dur short really eleven could,50-plus,7
S0012,M,['no info'],SP5U,421,"well we did <pause dur=""short"" /> we were <pause dur=""short"" /> we'd picked them up at the at the camping site <pause dur=""short"" /> we were having fun and boys of seventeen and eighteen just do silly things <pause dur=""short"" /> I had <vocal desc=""laugh"" /> <pause dur=""short"" /> <anon nameType=""m"" type=""name"" /> was standing on the front bumper along with his mate <pause dur=""short"" /> and we had three on the running boards each side <pause dur=""short"" /> and four <trunc>in</trunc>inside four or five inside",60,50_plus,well pause dur short pause dur short picked camping site pause dur short fun boys seventeen eighteen silly things pause dur short vocal desc laugh pause dur short anon nametype type name standing front bumper along mate pause dur short three running boards side pause dur short four trunc trunc inside four five inside,50-plus,54
S0013,F,['no info'],SP5U,422,"okay <pause dur=""short"" /> oh right <pause dur=""short"" /> mm",4,50_plus,okay pause dur short oh right pause dur short mm,50-plus,10
S0012,M,['no info'],SP5U,423,"and there was room <trunc>f</trunc> to have some on the back bumper <pause dur=""short"" /> standing on the back bumper",16,50_plus,room trunc f trunc back bumper pause dur short standing back bumper,50-plus,12
S0013,F,['no info'],SP5U,424,"right <vocal desc=""laugh"" />",1,50_plus,right vocal desc laugh,50-plus,4
S0012,M,['no info'],SP5U,425,"but that was a stupid thing <pause dur=""short"" /> stupid thing to do",10,50_plus,stupid thing pause dur short stupid thing,50-plus,7
S0013,F,['no info'],SP5U,426,oh yeah,2,50_plus,oh yeah,50-plus,2
S0012,M,['no info'],SP5U,427,but there weren't er that was only along this track and <unclear />,13,50_plus,er along track unclear,50-plus,4
S0013,F,['no info'],SP5U,428,only for a tiny while,5,50_plus,tiny,50-plus,1
S0012,M,['no info'],SP5U,429,yeah,1,50_plus,yeah,50-plus,1
S0013,F,['no info'],SP5U,430,yeah,1,50_plus,yeah,50-plus,1
S0012,M,['no info'],SP5U,431,"now we got a bluebottle flying in the house <pause dur=""short"" /> wonder why they call em bluebottles?",16,50_plus,got bluebottle flying house pause dur short wonder call em bluebottles,50-plus,11
S0013,F,['no info'],SP5U,432,well they are bluey,4,50_plus,well bluey,50-plus,2
S0012,M,['no info'],SP5U,433,yeah but nothing like a bottle are they?,9,50_plus,yeah nothing like bottle,50-plus,4
S0013,F,['no info'],SP5U,434,they're quite beautiful actually aren't they?,9,50_plus,quite beautiful actually,50-plus,3
S0012,M,['no info'],SP5U,435,well they are when the sun shine on em,9,50_plus,well sun shine em,50-plus,4
S0013,F,['no info'],SP5U,436,"if you look at them <pause dur=""short"" /> mm <pause dur=""short"" /> but they're horrible noisy things",12,50_plus,look pause dur short mm pause dur short horrible noisy things,50-plus,11
S0012,M,['no info'],SP5U,437,it won't be for long if we get a fly swatter,12,50_plus,long get fly swatter,50-plus,4
S0013,F,['no info'],SP5U,438,just <trunc>bu</trunc>buzzing round your head,5,50_plus,trunc bu trunc buzzing round head,50-plus,6
UNKMULTI,F,['no info'],SP5U,439,"<vocal desc=""laugh"" />",0,50_plus,vocal desc laugh,50-plus,3
S0013,F,['no info'],SP5U,440,"yeah <pause dur=""short"" /> I think it's the noise people can't stand isn't it really?",16,50_plus,yeah pause dur short think noise people stand really,50-plus,9
S0012,M,['no info'],SP5U,441,"that is well they they seem to be <pause dur=""short"" /> they don't know where they're <trunc>d</trunc> going do they? just fly around like a lost soul",26,50_plus,well seem pause dur short know trunc trunc going fly around like lost soul,50-plus,14
S0013,F,['no info'],SP5U,442,yeah,1,50_plus,yeah,50-plus,1
S0013,F,['no info'],SP5U,444,yeah,1,50_plus,yeah,50-plus,1
S0012,M,['no info'],SP5U,445,"well they probably are ain't they? probably are <pause dur=""short"" /> that's probably what they are you know lost souls just <trunc>fl</trunc>flying around <vocal desc=""misc"" />",23,50_plus,well probably probably pause dur short probably know lost souls trunc fl trunc flying around vocal desc misc,50-plus,18
S0013,F,['no info'],SP5U,446,"<vocal desc=""laugh"" />",0,50_plus,vocal desc laugh,50-plus,3
S0012,M,['no info'],SP5U,447,er?,2,50_plus,er,50-plus,1
S0013,F,['no info'],SP5U,448,"<vocal desc=""laugh"" />",0,50_plus,vocal desc laugh,50-plus,3
S0012,M,['no info'],SP5U,449,"and they're just waiting for someone to swat them so they can be where they gotta be <vocal desc=""laugh"" />",19,50_plus,waiting someone swat gotta vocal desc laugh,50-plus,7
