speaker_id,gender,topics,conv_id,turn,text,length,label,clean_text,age_cat,clean_length
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,139,erm somebody said of Muhammad Ali once that he was a credit to his race the human race,18,50_plus,erm somebody said muhammad ali credit race human race,50-plus,9
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,140,"<vocal desc=""laugh"" /> very good",2,50_plus,vocal desc laugh good,50-plus,4
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,141,you know,2,50_plus,know,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,142,yes absolutely,2,50_plus,yes absolutely,50-plus,2
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,143,and I now you could say that about,8,50_plus,could say,50-plus,2
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,144,that's right that's right,6,50_plus,right right,50-plus,2
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,145,he he seems a thoroughly erm professional,7,50_plus,seems thoroughly erm professional,50-plus,4
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,146,absolutely yeah,2,50_plus,absolutely yeah,50-plus,2
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,147,and likeable one man from what,6,50_plus,likeable one man,50-plus,3
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,148,that's right,3,50_plus,right,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,149,one sees,2,50_plus,one sees,50-plus,2
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,150,true true true true,4,50_plus,true true true true,50-plus,4
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,151,of his public persona you know,6,50_plus,public persona know,50-plus,3
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,152,and he's avoided or er yeah that's probably the right word being treated like Monty Panesar was,19,50_plus,avoided er yeah probably right word treated like monty panesar,50-plus,10
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,153,yeah,1,50_plus,yeah,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,154,of being somewhat patronised,4,50_plus,somewhat patronised,50-plus,2
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,155,I I I don't think he's been patronised er Panesar it now looks as if <trunc>Panes</trunc> well I think Panesar was patronised but he was a different kind of character it looks as if there were demons in Panesar's background from what we,45,50_plus,think patronised er panesar looks trunc panes trunc well think panesar patronised different kind character looks demons panesar background,50-plus,19
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,156,right,1,50_plus,right,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,157,now know,2,50_plus,know,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,158,oh is that right?,5,50_plus,oh right,50-plus,2
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,159,but er,2,50_plus,er,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,160,I didn't know,4,50_plus,know,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,161,"yeah he's <pause dur=""short"" /> he was caught erm he well he had troubles with his marriage and I think that folded and then he was caught urinating on a <trunc>g</trunc> on a guy outside a nightclub you know and",37,50_plus,yeah pause dur short caught erm well troubles marriage think folded caught urinating trunc g trunc guy outside nightclub know,50-plus,20
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,162,Monty? that's amazing,5,50_plus,monty amazing,50-plus,2
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,163,yes yeah,2,50_plus,yes yeah,50-plus,2
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,164,but that's not the image that I think was being promoted by the press of being a rather erratic cuddly,21,50_plus,image think promoted press rather erratic cuddly,50-plus,7
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,165,yeah well,2,50_plus,yeah well,50-plus,2
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,166,er,1,50_plus,er,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,167,there was something,3,50_plus,something,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,168,devil-may-care,1,50_plus,devil may care,50-plus,3
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,169,something happened in his life,5,50_plus,something happened life,50-plus,3
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,170,eccentric,1,50_plus,eccentric,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,171,and there were <trunc>d</trunc> I mean and there were <trunc>o</trunc>obviously issues with drink,12,50_plus,trunc trunc mean trunc trunc obviously issues drink,50-plus,8
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,172,okay,1,50_plus,okay,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,173,cos er I think he was drunk,7,50_plus,cos er think drunk,50-plus,4
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,174,oh,1,50_plus,oh,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,176,okay okay okay,3,50_plus,okay okay okay,50-plus,3
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,177,thing outside the nightclub of the bouncers I think it was,11,50_plus,thing outside nightclub bouncers think,50-plus,5
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,178,"graduate of this <anon type=""place"" /> university",5,50_plus,graduate anon type place university,50-plus,5
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,179,who Panesar?,3,50_plus,panesar,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,180,yeah,1,50_plus,yeah,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,182,yes he is,3,50_plus,yes,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,183,well I didn't teach him I taught Nick Knight briefly er and,13,50_plus,well teach taught nick knight briefly er,50-plus,7
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,184,now that's a name from the distant past,9,50_plus,name distant past,50-plus,3
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,185,well yeah he he had a reasonable career as an opener for England but he,15,50_plus,well yeah reasonable career opener england,50-plus,6
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,186,is that right?,4,50_plus,right,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,187,"only played about <trunc>twent</trunc> I say only he only played twenty times <pause dur=""short"" /> and",12,50_plus,played trunc twent trunc say played twenty times pause dur short,50-plus,11
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,188,"when he came off the pitch did he say <anon nameType=""m"" type=""name"" /> taught me everything I know?",16,50_plus,came pitch say anon nametype type name taught everything know,50-plus,10
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,189,"<vocal desc=""laugh"" /> not about cricket he didn't no",7,50_plus,vocal desc laugh cricket,50-plus,4
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,190,"<vocal desc=""laugh"" />",0,50_plus,vocal desc laugh,50-plus,3
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,191,"<vocal desc=""laugh"" /> <trunc>ye</trunc> he he might have",4,50_plus,vocal desc laugh trunc ye trunc might,50-plus,7
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,192,"and how long did he last as a cricketer? <vocal desc=""laugh"" />",10,50_plus,long last cricketer vocal desc laugh,50-plus,6
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,193,"he might he might have muttered something about <pause dur=""short"" /> <trunc>th</trunc> the jury's still out",13,50_plus,might might muttered something pause dur short trunc th trunc jury still,50-plus,12
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,194,"the criminal justice system <vocal desc=""laugh"" />",4,50_plus,criminal justice system vocal desc laugh,50-plus,6
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,195,"you know and <anon nameType=""m"" type=""name"" /> has taught me the",8,50_plus,know anon nametype type name taught,50-plus,6
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,196,"oh the jury's still out <vocal desc=""laugh"" />",6,50_plus,oh jury still vocal desc laugh,50-plus,6
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,197,"<anon nameType=""m"" type=""name"" />'s taught me that",5,50_plus,anon nametype type name taught,50-plus,5
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,198,"taught <vocal desc=""laugh"" />",1,50_plus,taught vocal desc laugh,50-plus,4
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,199,I'm innocent till proven guilty,6,50_plus,innocent till proven guilty,50-plus,4
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,200,"<vocal desc=""laugh"" />",0,50_plus,vocal desc laugh,50-plus,3
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,201,that kind of stuff yeah but he's a commentator now on Sky but again he's not,18,50_plus,kind stuff yeah commentator sky,50-plus,5
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,202,okay,1,50_plus,okay,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,203,in the first rank of commentators he's sort of like in the,13,50_plus,first rank commentators sort like,50-plus,5
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,204,right right right,3,50_plus,right right right,50-plus,3
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,205,the reserve team,3,50_plus,reserve team,50-plus,2
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,206,"the <trunc>reser</trunc> when the others can't <vocal desc=""laugh"" /> come in",8,50_plus,trunc reser trunc others vocal desc laugh come,50-plus,8
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,207,yeah or you know the the top people who do the test matches,13,50_plus,yeah know top people test matches,50-plus,6
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,208,yeah yeah yeah yeah,4,50_plus,yeah yeah yeah yeah,50-plus,4
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,209,"and <pause dur=""short"" /> and then he's doing the county game or the",11,50_plus,pause dur short county game,50-plus,5
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,210,yeah,1,50_plus,yeah,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,211,or they they switch to the twenty,7,50_plus,switch twenty,50-plus,2
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,212,yes,1,50_plus,yes,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,213,twenty game,2,50_plus,twenty game,50-plus,2
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,214,right okay,2,50_plus,right okay,50-plus,2
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,215,<trunc>n</trunc> that would be Nick Knight and there are others not just him,12,50_plus,trunc n trunc would nick knight others,50-plus,7
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,216,for sure,2,50_plus,sure,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,217,you know there are others in that category and,9,50_plus,know others category,50-plus,3
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,218,and of course for all we know sitting in our lectures there might well be that next generation they people wander around with Waitrose,24,50_plus,course know sitting lectures might well next generation people wander around waitrose,50-plus,12
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,219,oh yeah,2,50_plus,oh yeah,50-plus,2
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,220,written on their on their bags don't they?,10,50_plus,written bags,50-plus,2
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,221,yeah yeah yeah,3,50_plus,yeah yeah yeah,50-plus,3
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,222,"you know? <pause dur=""short"" /> it may well be",7,50_plus,know pause dur short may well,50-plus,6
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,223,well especially in a place like this,7,50_plus,well especially place like,50-plus,4
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,224,<unclear />,1,50_plus,unclear,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,225,mm,1,50_plus,mm,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,226,that's right yeah elite and all the rest of it yeah,12,50_plus,right yeah elite rest yeah,50-plus,5
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,227,"yes well well I mean <pause dur=""short"" /> as long as they",9,50_plus,yes well well mean pause dur short long,50-plus,8
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,228,<unclear>Seb Coe</unclear>,0,50_plus,unclear seb coe unclear,50-plus,4
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,229,as long as they can supply me with tickets to,10,50_plus,long supply tickets,50-plus,3
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,230,"<vocal desc=""laugh"" />",0,50_plus,vocal desc laugh,50-plus,3
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,231,yeah,1,50_plus,yeah,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,232,"oh yes <pause dur=""short"" /> that's right you've got a Wimbledon connection",11,50_plus,oh yes pause dur short right got wimbledon connection,50-plus,9
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,233,I've got er but er he wasn't an elite tennis player,13,50_plus,got er er elite tennis player,50-plus,6
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,234,mm,1,50_plus,mm,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,235,but erm,2,50_plus,erm,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,236,if he was a member of the Queen's Club is that what it's called?,17,50_plus,member queen club called,50-plus,4
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,237,"no erm there used to be a young chap I can't remember his name now who was in politics and I taught him and he became a kind of a press officer for the <pause dur=""short"" /> men's tour",38,50_plus,erm used young chap remember name politics taught became kind press officer pause dur short men tour,50-plus,17
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,238,right,1,50_plus,right,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,239,"and they played at <anon type=""place"" /> and there were a couple of years when <trunc>h</trunc>he rang me up and got me tickets for that but I don't think he does it any more I think he's",37,50_plus,played anon type place couple years trunc h trunc rang got tickets think think,50-plus,14
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,240,right,1,50_plus,right,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,241,"gone off in a different career <pause dur=""short"" /> but <anon nameType=""m"" type=""name"" /> is the name of the young chap er",16,50_plus,gone different career pause dur short anon nametype type name name young chap er,50-plus,14
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,242,mm,1,50_plus,mm,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,243,well he's not a young well he's a sort of,12,50_plus,well young well sort,50-plus,4
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,244,yeah yeah,2,50_plus,yeah yeah,50-plus,2
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,245,mid-thirties now erm he was a student here and is an honorary official at Wimbledon,15,50_plus,mid thirties erm student honorary official wimbledon,50-plus,7
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,246,right,1,50_plus,right,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,247,and for about the last seven or eight years he's been kind enough to get me tickets for various things and this year he's got me two tickets for the men's final,35,50_plus,last seven eight years kind enough get tickets various things year got two tickets men final,50-plus,16
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,248,fantastic,1,50_plus,fantastic,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,249,they're half price tickets,5,50_plus,half price tickets,50-plus,3
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,250,that's just fantastic,4,50_plus,fantastic,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,251,for the men's final cos he can buy them,10,50_plus,men final cos buy,50-plus,4
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,252,yes yes,2,50_plus,yes yes,50-plus,2
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,253,you know and share them out,6,50_plus,know share,50-plus,2
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,254,that's just extraordinary isn't it?,8,50_plus,extraordinary,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,255,so they're not yet in my possession but,9,50_plus,yet possession,50-plus,2
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,256,mm,1,50_plus,mm,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,257,the cheques have been cashed so to speak so I've no,12,50_plus,cheques cashed speak,50-plus,3
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,258,"<vocal desc=""laugh"" /> right",1,50_plus,vocal desc laugh right,50-plus,4
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,259,no reason to suppose that er,6,50_plus,reason suppose er,50-plus,3
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,260,good,1,50_plus,good,50-plus,1
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,261,that it it won't work,6,50_plus,work,50-plus,1
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,262,"good good good <pause dur=""short"" /> I mean it's the kind of thing <unclear /> whereas hence <unclear /> people pay over the odds for isn't it?",25,50_plus,good good good pause dur short mean kind thing unclear whereas hence unclear people pay odds,50-plus,16
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,263,well I mean er I er er I will be going but erm er you know <trunc>th</trunc>the face value is a hundred and sixty pounds well er I I <trunc>w</trunc> I reckon I could sell that for,36,50_plus,well mean er er er going erm er know trunc th trunc face value hundred sixty pounds well er trunc w trunc reckon could sell,50-plus,25
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,264,sure sure,2,50_plus,sure sure,50-plus,2
S0426,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,266,yeah sure,2,50_plus,yeah sure,50-plus,2
S0427,M,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],SD8A,267,five hundred pounds,3,50_plus,five hundred pounds,50-plus,3
