speaker_id,gender,topics,conv_id,turn,text,length,label,clean_text,age_cat,clean_length
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,559,yeah,1,19_29,yeah,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,562,so when when if you when <unclear>you</unclear> sleep with him,9,19_29,unclear unclear sleep,19-29,3
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,569,yeah,1,19_29,yeah,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,571,exactly like boom boom boom,5,19_29,exactly like boom boom boom,19-29,5
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,575,yeah like and I'm not just saying it cos I know some girls'd be like oh I don't wanna get back with him and then like a week later they go back to him,38,19_29,yeah like saying cos know girls like oh wanna get back like week later go back,19-29,16
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,576,yeah,1,19_29,yeah,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,584,"yeah <unclear>I know</unclear> yeah <vocal desc=""laugh"" />",2,19_29,yeah unclear know unclear yeah vocal desc laugh,19-29,8
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,589,"<vocal desc=""laugh"" /> yeah",1,19_29,vocal desc laugh yeah,19-29,4
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,590,and you'll be like,5,19_29,like,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,592,yeah,1,19_29,yeah,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,596,"he'll be like <pause dur=""short"" /> same time next week then?",10,19_29,like pause dur short time next week,19-29,7
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,606,erm oh and that would be <trunc>g</trunc> so when is he coming?,12,19_29,erm oh would trunc g trunc coming,19-29,7
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,608,okay oh yeah,3,19_29,okay oh yeah,19-29,3
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,615,is having a Halloween party and she invited everybody else like three weeks ago and then suddenly Sunday morning she had and she sent me an invite as well so I was like,33,19_29,halloween party invited everybody else like three weeks ago suddenly sunday morning sent invite well like,19-29,16
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,617,and like I had known about this for ages cos everyone was like,13,19_29,like known ages cos everyone like,19-29,6
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,622,cos you had no idea,5,19_29,cos idea,19-29,2
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,629,she was the one with like brown hair glasses had her hair scraped back,14,19_29,one like brown hair glasses hair scraped back,19-29,8
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,631,yeah erm,2,19_29,yeah erm,19-29,2
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,644,yes yeah,2,19_29,yes yeah,19-29,2
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,645,gonna do that,4,19_29,gonna,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,649,so it's like the like a dead skull like,10,19_29,like like dead skull like,19-29,5
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,651,but with more like embroidered like a flower type,9,19_29,like embroidered like flower type,19-29,5
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,652,okay like a skull er what are they called? skull cap <unclear />,13,19_29,okay like skull er called skull cap unclear,19-29,8
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,657,yeah candy skull,3,19_29,yeah candy skull,19-29,3
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,663,"yeah <vocal desc=""laugh"" />",1,19_29,yeah vocal desc laugh,19-29,4
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,666,are you gonna take that off before you do it like? I just,15,19_29,gonna take like,19-29,3
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,669,I'm not gonna like have sex with that on my face,13,19_29,gonna like sex face,19-29,4
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,674,yeah maybe,2,19_29,yeah maybe,19-29,2
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,679,ah,1,19_29,ah,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,688,lovely nice,2,19_29,lovely nice,19-29,2
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,691,while actually being like I look amazing,7,19_29,actually like look amazing,19-29,4
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,692,and yeah,2,19_29,yeah,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,693,I have quite a good looking boy with me in your face,12,19_29,quite good looking boy face,19-29,5
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,697,yeah,1,19_29,yeah,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,699,secret,1,19_29,secret,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,702,yeah,1,19_29,yeah,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,710,"although she's quite like erm <pause dur=""short"" /> like she's like and does she kind of not not think to tell you?",22,19_29,although quite like erm pause dur short like like kind think tell,19-29,12
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,712,like that maybe? like kind of,7,19_29,like maybe like kind,19-29,4
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,719,protecting?,2,19_29,protecting,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,726,like rather than like cos exactly you don't need protecting you're gonna be like,17,19_29,like rather like cos exactly need protecting gonna like,19-29,9
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,733,"the Wales match and <anon nameType=""f"" type=""name"" /> was there and she kept like touching my arm and being like oh hi darling I'm like",23,19_29,wales match anon nametype f type name kept like touching arm like oh hi darling like,19-29,16
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,737,I knew but she I don't think <trunc>sh</trunc> I don't know if,13,19_29,knew think trunc sh trunc know,19-29,6
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,740,okay,1,19_29,okay,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,747,like stop pretending you're my best friend,8,19_29,like stop pretending best friend,19-29,5
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,750,yeah,1,19_29,yeah,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,752,mm,1,19_29,mm,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,754,oh shut up the only thing is in a way why don't you kiss him at the party? cos it's it's like it's just like and it's hot and it's like just like it's like that guy's,46,19_29,oh shut thing way kiss party cos like like hot like like like guy,19-29,14
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,762,yeah so erm she messaged me erm a <trunc>w</trunc> er like it would be about a month ago maybe? just,20,19_29,yeah erm messaged erm trunc w trunc er like would month ago maybe,19-29,13
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,766,"<vocal desc=""cough"" /> and she was basically just like saying I remember we were just talking and talking and then she said are you free? before she move forward I was like yes I am and she came down to <anon type=""place"" /> erm and yeah it was just like it was straight away it was just like easy like you know when someone really knows you",63,19_29,vocal desc cough basically like saying remember talking talking said free move forward like yes came anon type place erm yeah like straight away like easy like know someone really knows,19-29,31
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,770,"yeah and like erm it just felt like so right like erm that kind of erm yeah er and then yeah but I don't know like I just like <vocal desc=""misc"" />",30,19_29,yeah like erm felt like right like erm kind erm yeah er yeah know like like vocal desc misc,19-29,19
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,778,"yeah with <anon nameType=""f"" type=""name"" /> it's quite scary now like",9,19_29,yeah anon nametype f type name quite scary like,19-29,9
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,780,"<unclear /> but dunno I can just imagine I'm probably just like not like talk to me <vocal desc=""laugh"" /> I dunno",23,19_29,unclear dunno imagine probably like like talk vocal desc laugh dunno,19-29,11
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,782,I dunno,4,19_29,dunno,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,783,"what so you don't think <anon nameType=""f"" type=""name"" /> likes you very much? or",13,19_29,think anon nametype f type name likes much,19-29,8
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,792,they're like well none of us stop girls <trunc>g</trunc> I was like,12,19_29,like well none us stop girls trunc g trunc like,19-29,10
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,794,"oh my <trunc>g</trunc> <vocal desc=""misc"" />",2,19_29,oh trunc g trunc vocal desc misc,19-29,7
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,799,you see them all you can't escape them,9,19_29,see escape,19-29,2
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,810,yeah oh that's a shame yeah they are actually like oh they're really nice as well,18,19_29,yeah oh shame yeah actually like oh really nice well,19-29,10
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,818,and yeah so if you,5,19_29,yeah,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,820,yeah he's he was so drunk on Saturday,9,19_29,yeah drunk saturday,19-29,3
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,826,for doing another night out or something,7,19_29,another night something,19-29,3
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,827,yeah,1,19_29,yeah,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,831,I haven't actually haven't had a night out with you,12,19_29,actually night,19-29,2
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,833,we have not had a night out together,8,19_29,night together,19-29,2
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,834,no we haven't we haven't erm I still always end up driving,14,19_29,erm still always end driving,19-29,5
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,835,oh,1,19_29,oh,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,837,yeah,1,19_29,yeah,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,846,I'm getting older no,5,19_29,getting older,19-29,2
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,847,I was <trunc>sm</trunc>smashed out of my face,7,19_29,trunc sm trunc smashed face,19-29,5
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,850,oh probably like,3,19_29,oh probably like,19-29,3
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,853,"god he definitely gave us like a look <pause dur=""short"" /> I love how we both just went silent we were like",19,19_29,god definitely gave us like look pause dur short love went silent like,19-29,13
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,854,do you think he heard anything?,7,19_29,think heard anything,19-29,3
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,856,it's not no well he,6,19_29,well,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,859,miles away,2,19_29,miles away,19-29,2
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,875,I dunno I don't know I don't know,12,19_29,dunno know know,19-29,3
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,876,oh no even I would I'd have like a hug with him be like,15,19_29,oh even would like hug like,19-29,6
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,878,tight and like he'd be like,7,19_29,tight like like,19-29,3
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,879,I'd have a hug,5,19_29,hug,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,881,I wouldn't turn down a hug,7,19_29,turn hug,19-29,2
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,882,yeah I know I can imagine like a big erm,10,19_29,yeah know imagine like big erm,19-29,6
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,883,big bear hug,3,19_29,big bear hug,19-29,3
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,886,yeah like he er I know he's quite whipped,10,19_29,yeah like er know quite whipped,19-29,6
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,887,"oh <pause dur=""short"" /> I don't like guys who are whipped",9,19_29,oh pause dur short like guys whipped,19-29,7
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,901,but oh so how was your holiday though? I haven't seen you since you went on holiday,19,19_29,oh holiday though seen since went holiday,19-29,7
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,903,oh god have you seen her?,7,19_29,oh god seen,19-29,3
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,905,oh who have you seen?,6,19_29,oh seen,19-29,2
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,909,"oh the one with like the shaved head? <pause dur=""short"" /> or the shaven side?",14,19_29,oh one like shaved head pause dur short shaven side,19-29,10
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,916,I don't know,4,19_29,know,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,917,dunno?,4,19_29,dunno,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,918,I have no idea,4,19_29,idea,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,929,for christ's sake,4,19_29,christ sake,19-29,2
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,931,"<vocal desc=""laugh"" /> damn it",2,19_29,vocal desc laugh damn,19-29,4
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,934,I know like as well like have you when you like out on your birthday can you remember did you get with anyone?,24,19_29,know like well like like birthday remember get anyone,19-29,9
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,935,apparently I did but I don't remember it,9,19_29,apparently remember,19-29,2
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,937,apparently I just snogged,4,19_29,apparently snogged,19-29,2
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,938,yeah,1,19_29,yeah,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,940,it's like,3,19_29,like,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,942,erm but it's quite hard if you don't like just going on out,15,19_29,erm quite hard like going,19-29,5
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,964,I could build it back up at the gym at work,11,19_29,could build back gym work,19-29,5
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,968,weights they've got rowing machines they've got,9,19_29,weights got rowing machines got,19-29,5
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,972,yeah even though it's only twenty pounds to join it's still like,14,19_29,yeah even though twenty pounds join still like,19-29,8
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,974,it's right on my doorstep like I can just,10,19_29,right doorstep like,19-29,3
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,975,yeah,1,19_29,yeah,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,979,and then you're yeah,5,19_29,yeah,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,985,okay that's good,4,19_29,okay good,19-29,2
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,987,okay that's good,4,19_29,okay good,19-29,2
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,990,"and either go to Australia with <anon nameType=""f"" type=""name"" />",7,19_29,either go australia anon nametype f type name,19-29,8
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,992,or go to or go travelling from June till September and then go back to university,16,19_29,go go travelling june till september go back university,19-29,9
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,993,okay wait from June to September then uni again,9,19_29,okay wait june september uni,19-29,5
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,1000,yeah,1,19_29,yeah,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,1008,with all the running training and stuff I couldn't do it,12,19_29,running training stuff,19-29,3
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,1009,yeah,1,19_29,yeah,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,1017,yeah and get going with it,6,19_29,yeah get going,19-29,3
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,1022,so and then you can do the specialism,8,19_29,specialism,19-29,1
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,1023,okay okay yeah,3,19_29,okay okay yeah,19-29,3
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,1034,just but I've just gotta plan what to do whether I want to go,16,19_29,gotta plan whether want go,19-29,5
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,1035,yeah,1,19_29,yeah,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,1036,"this year or next year well next year or the year after sorry and <anon nameType=""f"" type=""name"" /> has been told that they won't sponsor her to stay in the UK",29,19_29,year next year well next year year sorry anon nametype f type name told sponsor stay uk,19-29,17
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,1053,he's not ready at all,6,19_29,ready,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,1054,and she's like and like he's even like Facebook friends with one of them I'm like,19,19_29,like like even like facebook friends one like,19-29,8
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,1055,mm,1,19_29,mm,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,1060,she's yeah,3,19_29,yeah,19-29,1
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,1066,but he's thirty next year he's thirty in January like,12,19_29,thirty next year thirty january like,19-29,6
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,1071,"literally <vocal desc=""laugh"" />",1,19_29,literally vocal desc laugh,19-29,4
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,1072,right in front of you every day,7,19_29,right front every day,19-29,4
S0451,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,1073,oh god and you know like you can live together like if you,13,19_29,oh god know like live together like,19-29,7
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,1078,"yeah like <pause dur=""short"" /> but he just won't like",8,19_29,yeah like pause dur short like,19-29,6
S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",STKV,1082,like apparently once they like snuggled in bed together once and that was it,14,19_29,like apparently like snuggled bed together,19-29,6
