speaker_id,gender,topics,conv_id,turn,text,length,label,clean_text,age_cat,clean_length
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,118,"and erm mother's grandfather <pause dur=""short"" /> which actually explains <pause dur=""short"" /> explains a lot",11,50_plus,erm mother grandfather pause dur short actually explains pause dur short explains lot,50-plus,13
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,119,right,1,50_plus,right,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,120,"because <pause dur=""short"" /> not that they always <pause dur=""short"" /> pretended that erm she was <unclear /> as she was",14,50_plus,pause dur short always pause dur short pretended erm unclear,50-plus,10
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,122,it seemed to me,4,50_plus,seemed,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,123,right,1,50_plus,right,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,124,I mean I didn't know but as soon as she <trunc>s</trunc> she she <trunc>ref</trunc> I mean she was fairly militant as a as a as a woman and as as as as a feminist,33,50_plus,mean know soon trunc trunc trunc ref trunc mean fairly militant woman feminist,50-plus,13
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,125,mm,1,50_plus,mm,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,126,"erm <pause dur=""short"" /> er and that was great so I was brought up <pause dur=""short"" /> taking it for granted that if you work full-time as a warden you didn't do housework",28,50_plus,erm pause dur short er great brought pause dur short taking granted work full time warden housework,50-plus,17
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,127,mm,1,50_plus,mm,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,128,"er <pause dur=""short"" /> er and and things like that so I I just took it for granted that that erm <pause dur=""short"" /> er that reasonably educated women did <pause dur=""short"" /> if they wanted they did did have a did have a job",36,50_plus,er pause dur short er things like took granted erm pause dur short er reasonably educated women pause dur short wanted job,50-plus,22
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,129,yeah,1,50_plus,yeah,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,130,as as my mother always has,6,50_plus,mother always,50-plus,2
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,131,mm,1,50_plus,mm,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,132,erm,1,50_plus,erm,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,134,she was a teacher,4,50_plus,teacher,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,135,aha,1,50_plus,aha,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,136,"a teacher she she taught <pause dur=""short"" /> erm there would be children they would call her <pause dur=""short"" /> erm mother <unclear /> or <pause dur=""short"" /> er <unclear /> children or <pause dur=""long"" /> I think there's a politically incorrect word for erm er children with learning difficulties or",38,50_plus,teacher taught pause dur short erm would children would call pause dur short erm mother unclear pause dur short er unclear children pause dur long think politically incorrect word erm er children learning difficulties,50-plus,34
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,137,oh,1,50_plus,oh,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,138,"or erm <pause dur=""short"" /> I can't even think of the politically incorrect words any more",14,50_plus,erm pause dur short even think politically incorrect words,50-plus,9
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,139,<unclear />?,2,50_plus,unclear,50-plus,1
UNKMULTI,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,140,"<vocal desc=""laugh"" />",0,50_plus,vocal desc laugh,50-plus,3
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,141,"oh <vocal desc=""laugh"" /> I <trunc>c</trunc> I can't remember",6,50_plus,oh vocal desc laugh trunc c trunc remember,50-plus,8
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,142,thank you,2,50_plus,thank,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,143,"thank you erm and er <pause dur=""short"" /> her subject well actually is French she she got a degree in French but she said she she claims <pause dur=""short"" /> er I keep on saying she claims because <pause dur=""short"" /> at the time I was never sure <pause dur=""short"" /> that if she was actually saying the truth or saying something <unclear /> but she claimed she couldn't bear to see school children <pause dur=""short"" /> wrecking the French language so well it <trunc>c</trunc>could've been better",73,50_plus,thank erm er pause dur short subject well actually french got degree french said claims pause dur short er keep saying claims pause dur short time never sure pause dur short actually saying truth saying something unclear claimed bear see school children pause dur short wrecking french language well trunc c trunc could better,50-plus,54
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,144,oh dear,2,50_plus,oh dear,50-plus,2
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,145,"yeah <pause dur=""short"" /> anyway she she'd always <pause dur=""short"" /> erm claim that she'd never been brought up to do <pause dur=""short"" /> cooking and housework and <pause dur=""short"" /> and er <pause dur=""short"" /> my first three years of life <pause dur=""short"" /> were were spent in in Sudan where there were people to do the cooking and the housework <pause dur=""short"" /> erm and when we came back to England <pause dur=""short"" /> she then much resented <pause dur=""short"" /> having to do that",62,50_plus,yeah pause dur short anyway always pause dur short erm claim never brought pause dur short cooking housework pause dur short er pause dur short first three years life pause dur short spent sudan people cooking housework pause dur short erm came back england pause dur short much resented pause dur short,50-plus,52
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,146,mm,1,50_plus,mm,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,147,"erm <pause dur=""short"" /> <trunc>an</trunc>and part of the resentment she says was she was never brought up to do this",17,50_plus,erm pause dur short trunc trunc part resentment says never brought,50-plus,11
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,148,right,1,50_plus,right,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,149,anyway long story short,4,50_plus,anyway long story short,50-plus,4
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,150,was she very was she brought up in a <unclear /> family then?,13,50_plus,brought unclear family,50-plus,3
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,151,er well,2,50_plus,er well,50-plus,2
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,152,"but <pause dur=""short"" /> they did have to <unclear />",6,50_plus,pause dur short unclear,50-plus,4
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,153,"I think it was all pretence because <pause dur=""short"" /> erm through the search which I just did a couple of months ago",20,50_plus,think pretence pause dur short erm search couple months ago,50-plus,10
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,154,yeah,1,50_plus,yeah,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,155,I found her grandfather was a coal miner,8,50_plus,found grandfather coal miner,50-plus,4
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,156,"oh really? <pause dur=""short"" /> okay <vocal desc=""laugh"" />",4,50_plus,oh really pause dur short okay vocal desc laugh,50-plus,9
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,157,"er and <pause dur=""short"" /> erm what is interesting is sort of the setting he was actually a a Forest of Dean <pause dur=""short"" /> coal miner",21,50_plus,er pause dur short erm interesting sort setting actually forest dean pause dur short coal miner,50-plus,16
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,158,oh yes,2,50_plus,oh yes,50-plus,2
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,159,"er since twelve by charge of <pause dur=""short"" /> twelve ninety-two or something like that",12,50_plus,er since twelve charge pause dur short twelve ninety two something like,50-plus,12
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,160,mm,1,50_plus,mm,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,161,"erm <pause dur=""short"" /> anybody anybody born in the hundreds of some rebels Gloucestershire which is Forest of Dean er was entitled to erm take the minerals in Forest of Dean",28,50_plus,erm pause dur short anybody anybody born hundreds rebels gloucestershire forest dean er entitled erm take minerals forest dean,50-plus,19
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,162,"oh <pause dur=""short"" /> wow",2,50_plus,oh pause dur short wow,50-plus,5
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,163,"so he had a whole lot of er individuals erm <pause dur=""short"" /> digging digging digging kill",14,50_plus,whole lot er individuals erm pause dur short digging digging digging kill,50-plus,12
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,164,what the <unclear /> mines?,5,50_plus,unclear mines,50-plus,2
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,165,yeah,1,50_plus,yeah,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,166,<trunc>th</trunc>their <trunc>m</trunc>mines,2,50_plus,trunc th trunc trunc trunc mines,50-plus,6
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,167,mm,1,50_plus,mm,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,168,oh,1,50_plus,oh,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,169,<trunc>wh</trunc>,0,50_plus,trunc wh trunc,50-plus,3
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,170,he could've been <unclear /> he could've made a lot of money,13,50_plus,could unclear could made lot money,50-plus,6
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,171,he he could've done,5,50_plus,could done,50-plus,2
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,172,I guess so,3,50_plus,guess,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,173,he possibly did and,4,50_plus,possibly,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,174,like the American <unclear /> or something?,7,50_plus,like american unclear something,50-plus,4
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,175,"mm he could've done <pause dur=""long"" /> and on this marriage certificate oh his daughter's marriage to <pause dur=""short"" /> erm my mother's father <pause dur=""short"" /> erm he's described as of independent means",29,50_plus,mm could done pause dur long marriage certificate oh daughter marriage pause dur short erm mother father pause dur short erm described independent means,50-plus,24
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,176,oh but the <unclear /> he made a fortune out of it,11,50_plus,oh unclear made fortune,50-plus,4
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,177,"erm <pause dur=""short"" /> well plausibly he has <pause dur=""short"" /> but in the same way as <pause dur=""short"" /> <trunc>I</trunc>if if if you're if you're doing a a census in <unclear /> <pause dur=""short"" /> builder and what his occupation is then I I've done this on <trunc>o</trunc>one on on <pause dur=""short"" /> one set of surveys <pause dur=""short"" /> then then sometimes so they'll <pause dur=""short"" /> come out with company director",56,50_plus,erm pause dur short well plausibly pause dur short way pause dur short trunc trunc census unclear pause dur short builder occupation done trunc trunc one pause dur short one set surveys pause dur short sometimes pause dur short come company director,50-plus,42
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,178,right yes definitely and then yes it just came in the door,12,50_plus,right yes definitely yes came door,50-plus,6
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,179,"erm that's right that's right so <pause dur=""short"" /> so we just don't know that's that's an <trunc>u</trunc> that's uncertainty",22,50_plus,erm right right pause dur short know trunc u trunc uncertainty,50-plus,11
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,180,mm,1,50_plus,mm,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,181,"but it will explain why mother was a bit <pause dur=""short"" /> tried to erm <pause dur=""short"" /> tried to say she was <unclear /> and she was she must've been",25,50_plus,explain mother bit pause dur short tried erm pause dur short tried say unclear must,50-plus,15
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,182,mm,1,50_plus,mm,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,183,feeling a bit <trunc>int</trunc> insecure about erm,6,50_plus,feeling bit trunc int trunc insecure erm,50-plus,7
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,184,mm,1,50_plus,mm,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,185,er about her er grandfather being a coal miner,9,50_plus,er er grandfather coal miner,50-plus,5
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,186,mm,1,50_plus,mm,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,188,what year was your mother born?,7,50_plus,year mother born,50-plus,3
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,189,say again,2,50_plus,say,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,190,what year was your mother born?,7,50_plus,year mother born,50-plus,3
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,191,nineteen thirteen,2,50_plus,nineteen thirteen,50-plus,2
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,192,oh okay,2,50_plus,oh okay,50-plus,2
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,194,"my my granny's born in nineteen 0 three and erm you would <trunc>s</trunc> you would've thought she was extraordinarily posh <pause dur=""short"" /> the way that erm that she sort of er presented herself to the world but er",37,50_plus,granny born nineteen three erm would trunc trunc would thought extraordinarily posh pause dur short way erm sort er presented world er,50-plus,22
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,195,yeah,1,50_plus,yeah,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,196,she really wasn't,4,50_plus,really,50-plus,1
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,199,<trunc>w</trunc><trunc>w</trunc>what what were the sort of what were the conflicts what where the differences between er,16,50_plus,trunc w trunc trunc w trunc sort conflicts differences er,50-plus,10
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,200,oh it's well there's more than a no I mean I I <trunc>th</trunc> erm my my grandfather's family is kind of er one of the shopkeepers of England I suppose,32,50_plus,oh well mean trunc th trunc erm grandfather family kind er one shopkeepers england suppose,50-plus,15
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,201,yeah,1,50_plus,yeah,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,202,"and erm <pause dur=""short"" /> so erm the <trunc>fam</trunc> the family had a restaurant and a deli and a delicatessen <pause dur=""short"" /> in Stratford",18,50_plus,erm pause dur short erm trunc fam trunc family restaurant deli delicatessen pause dur short stratford,50-plus,16
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,203,mm,1,50_plus,mm,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,204,erm my grandmother's father was a chauffeur in a stately home erm and actually worked in Buckinghamshire when I when <unclear>Strand</unclear> was her family where he was the chauffeur for for many years and then he had his own cargo his own cargo right after <trunc>th</trunc> after the war,48,50_plus,erm grandmother father chauffeur stately home erm actually worked buckinghamshire unclear strand unclear family chauffeur many years cargo cargo right trunc th trunc war,50-plus,24
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,205,mm,1,50_plus,mm,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,206,where erm erm which <trunc>i</trunc>it still exists but he was a sort of garage <unclear /> so <trunc>i</trunc> <trunc>i</trunc> he was probably the same thing where he was a company director but there was probably only him and <trunc>a</trunc>another another bloke or another couple of blokes,43,50_plus,erm erm trunc trunc still exists sort garage unclear trunc trunc trunc trunc probably thing company director probably trunc trunc another another bloke another couple blokes,50-plus,26
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,207,mm mm,2,50_plus,mm mm,50-plus,2
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,208,"and erm so erm <pause dur=""short"" /> so I think my <trunc>m</trunc> I think it probably <trunc>s</trunc>stems from the shame of her mother running off my grandmother's sort of social not <trunc>preten</trunc> not pretentions but she really really wanted to be respectful and she wouldn't countenance anything",44,50_plus,erm erm pause dur short think trunc trunc think probably trunc trunc stems shame mother running grandmother sort social trunc preten trunc pretentions really really wanted respectful countenance anything,50-plus,29
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,209,mm mm,2,50_plus,mm mm,50-plus,2
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,210,"that would <pause dur=""short"" /> you know denigrate her in any way socially in front of other people she was always very sensitive about that and Stratford-upon-Avon which is a <unclear /> place",29,50_plus,would pause dur short know denigrate way socially front people always sensitive stratford upon avon unclear place,50-plus,17
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,211,mm,1,50_plus,mm,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,212,"erm is full of ladies who <pause dur=""short"" /> who who have pretentions and there was that stuff which was terrible it was a terrible social war I guess throughout my grandmother's married life as to who was the poshest who had most money who had the nicest house who had the most <unclear /> background who not not <pause dur=""short"" /> like today who has the most expensive holidays and stuff like that or who has the biggest cars",74,50_plus,erm full ladies pause dur short pretentions stuff terrible terrible social war guess throughout grandmother married life poshest money nicest house unclear background pause dur short like today expensive holidays stuff like biggest cars,50-plus,34
S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,213,yeah,1,50_plus,yeah,50-plus,1
S0282,F,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,214,but really who was who was most refined and most gentile out of everybody,14,50_plus,really refined gentile everybody,50-plus,4
